,date,BitcoinValue,GoldValue,bitcoinPred,goldPred,mark,bitcoin differential value,gold differential value,gold growth,bitcoin growth,gold descend,bitcoin descend
29,2016-10-10,617.54,1259.5,619.2488955,1260.062405,True,3.598895500000026,1.3124049999998988,0,1,0,0
30,2016-10-11,614.77,1253.45,616.5472298999999,1253.957929,True,-0.9927701000000297,-5.542071000000078,1,2,0,0
31,2016-10-12,635.01,1256.5,636.8940018999999,1257.198489,True,22.12400189999994,3.7484890000000632,0,0,1,1
32,2016-10-13,635.96,1261.05,637.681213,1261.758556,True,2.671212999999966,5.258555999999999,1,1,0,0
33,2016-10-14,634.02,1251.75,635.7908413,1252.310893,True,-0.16915870000002542,-8.739106999999876,2,2,0,0
34,2016-10-15,637.94,1251.75,639.6497893,1252.230578,False,5.62978929999997,0.4805779999999231,0,0,1,1
35,2016-10-16,641.42,1251.75,643.1266072000001,1252.230578,False,5.186607200000026,0.4805779999999231,0,1,0,0
36,2016-10-17,638.97,1254.8,640.7453231000001,1255.498489,True,-0.6746768999998949,3.7484890000000632,0,2,0,0
37,2016-10-18,636.29,1258.2,638.0667605000001,1258.903482,True,-0.9032394999999269,4.103481999999985,1,0,0,1
38,2016-10-19,629.25,1269.05,631.0184583,1269.742123,True,-5.271541699999943,11.542122999999947,2,0,0,2
39,2016-10-20,627.72,1271.65,629.4858965,1272.338051,True,0.2358964999999671,3.288050999999996,3,0,0,3
40,2016-10-21,631.92,1266.05,633.632479,1266.546843,True,5.912478999999962,-5.10315700000001,4,0,0,4
41,2016-10-22,655.48,1266.05,657.3718942,1266.530578,False,25.451894200000083,0.4805780000001505,0,1,1,0
42,2016-10-23,653.25,1266.05,655.0236141,1266.530578,False,-0.4563858999999866,0.4805780000001505,0,2,0,0
43,2016-10-24,651.39,1265.55,653.1599706000001,1265.985834,True,-0.09002939999993487,-0.06416599999988648,0,0,0,1
44,2016-10-25,655.31,1269.4,657.0197893,1270.107065,True,5.62978929999997,4.557064999999966,0,0,1,2
45,2016-10-26,651.45,1270.5,653.2293877999999,1271.098075,True,-2.0806122000000187,1.698075000000017,1,1,0,0
46,2016-10-27,682.22,1266.25,684.115545,1266.707626,True,32.66554499999995,-3.792374000000109,2,0,0,1
47,2016-10-28,687.68,1273.0,689.4090995,1273.701833,True,7.1890994999999975,7.451833000000079,0,1,1,0
48,2016-10-29,685.91,1273.0,687.6789361000001,1273.480578,False,-0.0010638999998491272,0.4805779999999231,1,2,0,0
49,2016-10-30,698.0,1273.0,699.8284007,1273.480578,False,13.918400700000007,0.4805779999999231,0,0,0,1
50,2016-10-31,702.0,1272.0,703.7105092,1272.407189,True,5.710509200000047,-0.5928109999999833,0,1,0,0
51,2016-11-01,697.01,1288.45,698.7869403,1289.142098,True,-3.2130597000000307,17.142098000000033,0,2,1,0
52,2016-11-02,733.33,1303.75,735.2223323,1304.44159,True,38.21233229999996,15.99158999999986,1,0,0,1
53,2016-11-03,686.17,1301.0,687.9125202,1301.410459,True,-45.417479800000024,-2.339541000000054,2,1,0,0
54,2016-11-04,683.69,1302.8,685.4655305,1303.452861,True,-0.7044694999999592,2.4528609999999844,0,0,1,1
55,2016-11-05,704.79,1302.8,706.676603,1303.280578,False,22.986602999999945,0.4805780000001505,1,0,0,2
56,2016-11-06,712.0,1302.8,713.7577462,1303.280578,False,8.967746200000079,0.4805780000001505,0,1,0,0
57,2016-11-07,709.96,1283.05,711.7318652,1283.649869,True,-0.26813479999998435,-19.150130999999874,0,2,0,0
58,2016-11-08,708.97,1282.35,710.7276512,1282.772304,True,0.767651199999932,-0.27769599999987804,0,0,1,1
59,2016-11-09,720.93,1281.4,722.7569085,1281.80928,True,13.786908499999981,-0.5407199999999648,0,0,2,2
60,2016-11-10,721.5,1267.5,723.227952,1268.089182,True,2.2979520000000093,-13.310818000000154,0,1,3,0
61,2016-11-11,715.45,1236.45,717.2227481000001,1237.054208,True,-4.2772518999998965,-30.445791999999983,0,2,4,0
62,2016-11-12,703.71,1236.45,705.463384,1236.930578,False,-9.986616000000026,0.4805779999999231,0,0,5,1
63,2016-11-13,702.28,1236.45,704.0445117,1236.930578,False,0.3345117000000073,0.4805779999999231,0,0,0,2
64,2016-11-14,706.46,1213.6,708.1722715,1214.202022,True,5.892271499999993,-22.247978000000103,0,0,0,3
65,2016-11-15,710.91,1226.95,712.6252525,1227.641154,True,6.165252499999951,14.041154000000006,0,1,1,0
66,2016-11-16,711.73,1229.2,713.4534328999999,1229.875746,True,2.5434328999999707,2.92574599999989,1,2,0,0
67,2016-11-17,736.96,1226.75,738.8540228999999,1227.152966,True,27.124022899999886,-2.0470339999999396,2,3,0,0
68,2016-11-18,747.52,1211.0,749.3293856,1211.594119,True,12.369385599999987,-15.155880999999908,0,4,1,0
69,2016-11-19,748.98,1211.0,750.6936207,1211.480578,False,3.173620700000015,0.4805779999999231,0,5,2,0
70,2016-11-20,729.06,1211.0,730.8046975999999,1211.480578,False,-18.175302400000078,0.4805779999999231,0,6,0,0
71,2016-11-21,738.53,1214.25,740.323926,1214.951621,True,11.263926000000083,3.951620999999932,0,0,0,1
72,2016-11-22,736.97,1212.25,738.7362985000001,1212.645316,True,0.2062985000001163,-1.6046839999999065,1,1,0,0
73,2016-11-23,741.63,1185.35,743.347818,1185.953482,True,6.377817999999934,-26.296518000000106,0,0,1,1
74,2016-11-24,737.45,1186.1,739.2290442000001,1186.662405,True,-2.400955799999906,1.3124050000001262,0,1,2,0
75,2016-11-25,735.64,1187.7,737.409403,1188.33969,True,-0.040597000000047956,2.2396900000001096,1,0,0,1
76,2016-11-26,733.67,1187.7,735.441156,1188.180578,False,-0.19884400000000824,0.4805779999999231,2,0,0,2
77,2016-11-27,727.96,1187.7,729.7341856,1188.180578,False,-3.935814399999913,0.4805779999999231,0,0,0,3
78,2016-11-28,727.31,1187.0,729.0616147000001,1187.422304,True,1.1016147000000274,-0.2776960000001054,0,0,0,4
79,2016-11-29,732.71,1186.55,734.4381881,1186.989639,True,7.128188100000102,-0.01036100000010265,0,0,1,5
80,2016-11-30,742.69,1178.1,744.4913512999999,1178.650917,True,11.78135129999987,-7.899083000000019,0,1,2,0
81,2016-12-01,742.05,1161.85,743.8014294,1162.445134,True,1.1114293999999063,-15.654865999999856,0,2,3,0
82,2016-12-02,772.43,1173.5,774.3256382999999,1174.191544,True,32.27563829999997,12.341544000000113,0,0,4,1
83,2016-12-03,764.33,1173.5,766.0941207000001,1173.980578,False,-6.335879299999874,0.4805779999999231,1,1,0,0
84,2016-12-04,762.97,1173.5,764.7335022000001,1173.980578,False,0.4035022000000481,0.4805779999999231,0,0,0,1
85,2016-12-05,754.63,1162.2,756.3932074,1162.777246,True,-6.576792599999976,-10.722753999999895,0,0,0,2
86,2016-12-06,756.62,1172.5,758.3280425,1173.192718,True,3.6980425000000423,10.992717999999968,0,0,1,3
87,2016-12-07,758.99,1177.65,760.6956855000001,1178.357604,True,4.075685500000077,5.857604000000038,1,1,0,0
88,2016-12-08,769.72,1171.05,771.5316552999999,1171.570077,True,12.541655299999888,-6.079923000000008,2,2,0,0
89,2016-12-09,770.02,1163.6,771.7531076,1164.136014,True,2.033107599999994,-6.913986000000023,0,3,1,0
90,2016-12-10,769.08,1163.6,770.8367992000001,1164.080578,False,0.816799200000105,0.4805780000001505,0,4,2,0
91,2016-12-11,777.0,1163.6,778.7695525,1164.080578,False,9.68955249999999,0.4805780000001505,0,0,0,1
92,2016-12-12,777.0,1156.1,778.7390155,1156.636852,True,1.7390155000000505,-6.963147999999819,0,1,0,0
93,2016-12-13,777.99,1158.55,779.7105505,1159.233292,True,2.710550499999954,3.133291999999983,0,0,1,0
94,2016-12-14,774.89,1162.25,776.6685317000001,1162.956162,True,-1.3214682999998786,4.406161999999995,1,1,0,0
95,2016-12-15,776.75,1126.95,778.4591699,1127.55457,True,3.56916990000002,-34.69542999999999,2,0,0,1
96,2016-12-16,775.88,1131.6,777.6355842999999,1132.308501,True,0.8855842999998913,5.358500999999933,0,1,1,0
97,2016-12-17,788.7,1131.6,790.536362,1132.080578,False,14.656362000000058,0.4805780000001505,1,0,0,1
98,2016-12-18,788.4,1131.6,790.1449336000001,1132.080578,False,1.444933600000013,0.4805780000001505,0,1,0,0
99,2016-12-19,788.67,1136.25,790.4036927,1136.958501,True,2.003692699999988,5.35850100000016,0,0,0,1
100,2016-12-20,793.09,1125.7,794.8049028,1126.27208,True,6.134902800000077,-9.97792000000004,1,1,0,0
101,2016-12-21,824.21,1133.65,826.1054422999999,1134.347656,True,33.015442299999904,8.64765599999987,0,2,1,0
102,2016-12-22,834.97,1131.35,836.7820518,1131.749846,True,12.57205179999994,-1.9001540000001569,1,3,0,0
103,2016-12-23,901.31,1128.525,903.1748925,1128.937537,True,68.20489250000003,-2.412462999999889,0,4,1,0
104,2016-12-24,891.61,1128.525,893.3685932,1129.005578,False,-7.941406799999982,0.4805779999999231,0,5,2,0
105,2016-12-25,892.6,1128.525,894.3205505000001,1129.005578,False,2.7105505000000676,0.4805779999999231,0,0,0,1
106,2016-12-26,897.33,1128.525,899.0487161,1129.005578,False,6.448716099999956,0.4805779999999231,0,1,0,0
107,2016-12-27,930.37,1128.525,932.2645982999999,1129.005578,False,34.934598299999834,0.4805779999999231,0,2,0,0
108,2016-12-28,930.34,1134.6,932.0796098999999,1135.304456,True,1.7096098999999185,6.779455999999982,0,3,0,0
109,2016-12-29,963.38,1145.9,965.2745982999999,1146.59176,True,34.934598299999834,11.991760000000113,1,0,0,1
110,2016-12-30,952.15,1137.2125,953.9045118999999,1137.76643,True,-9.47548810000012,-8.13357000000019,2,1,0,0
111,2016-12-31,958.12,1137.2125,959.8571343,1137.693078,False,7.707134300000007,0.4805779999999231,0,0,1,1
112,2017-01-01,997.72,1137.2125,999.6094252,1137.693078,False,41.48942520000003,0.4805779999999231,0,1,0,0
113,2017-01-02,1015.97,1137.2125,1017.846121,1137.693078,False,20.126121000000012,0.4805779999999231,0,2,0,0
114,2017-01-03,1013.42,1151.0,1015.195991,1151.691188,True,-0.7740089999999782,14.47868799999992,0,3,0,0
115,2017-01-04,1126.76,1164.25,1128.607096,1164.941152,True,115.187096,13.941152000000102,1,0,0,1
116,2017-01-05,994.67,1176.7,996.4125101,1177.39124,True,-130.34748990000003,13.141239999999925,2,1,0,0
117,2017-01-06,999.65,1175.85,1001.372079,1176.263972,True,6.702079000000026,-0.43602800000007846,3,0,0,1
118,2017-01-07,896.83,1175.85,898.5725100999999,1176.330578,False,-101.07748990000005,0.4805780000001505,0,1,1,0
119,2017-01-08,908.14,1175.85,909.9591042000002,1176.330578,False,13.129104200000143,0.4805780000001505,0,0,0,1
120,2017-01-09,910.49,1178.5,912.1957743999999,1179.189481,True,4.055774399999905,3.339480999999978,0,1,0,0
121,2017-01-10,906.05,1189.5,907.828534,1190.191991,True,-2.6614660000000185,11.691990999999916,1,2,0,0
122,2017-01-11,785.22,1178.55,786.9625101,1179.124959,True,-119.08748989999992,-10.37504100000001,2,0,0,1
123,2017-01-12,780.92,1205.05,782.6988319,1205.74865,True,-2.521168100000068,27.198650000000043,0,0,1,2
124,2017-01-13,826.29,1190.35,828.1736601,1190.941577,True,47.25366010000005,-14.108422999999902,1,0,0,3
125,2017-01-14,817.91,1190.35,819.673058,1190.830578,False,-6.6169419999999946,0.4805780000001505,0,1,1,0
126,2017-01-15,819.55,1190.35,821.2614394,1190.830578,False,3.351439400000004,0.4805780000001505,0,0,0,1
127,2017-01-16,830.5,1203.0,832.3145346,1203.6912,True,12.764534600000047,13.341200000000072,0,1,0,0
128,2017-01-17,903.84,1216.05,905.7003701,1216.741157,True,75.20037009999999,13.74115699999993,1,2,0,0
129,2017-01-18,906.6,1214.75,908.3047261,1215.148028,True,4.464726100000007,-0.901971999999887,2,3,0,0
130,2017-01-19,895.798875,1196.05,897.5544207999999,1196.648789,True,-9.045579200000134,-18.10121099999992,0,4,1,0
131,2017-01-20,893.6210875,1200.55,895.3942465,1201.258563,True,-0.4046284999999443,5.20856300000014,0,0,2,1
132,2017-01-21,895.64,1200.55,897.3478138,1201.030578,False,3.7267262999999957,0.4805780000001505,1,0,0,2
133,2017-01-22,918.603625,1200.55,920.4944960000001,1201.030578,False,24.854496000000154,0.4805780000001505,0,1,0,0
134,2017-01-23,922.0736125,1212.85,923.7801638000001,1213.541279,True,5.176538800000117,12.991279000000077,0,2,0,0
135,2017-01-24,919.97,1216.8,921.7424793,1217.50753,True,-0.33113319999995383,4.657530000000179,1,3,0,0
136,2017-01-25,893.045625,1195.0,894.788685,1195.60143,True,-25.18131500000004,-21.198570000000018,2,0,0,1
137,2017-01-26,915.95625,1189.7,917.8470227,1190.188872,True,24.801397700000052,-4.811128000000053,0,0,1,2
138,2017-01-27,915.05,1184.85,916.8062166000001,1185.326073,True,0.8499666000001298,-4.373927000000094,0,1,2,0
139,2017-01-28,920.31225,1184.85,922.0383795,1185.330578,False,6.988379500000065,0.4805780000001505,0,0,3,1
140,2017-01-29,915.933,1184.85,917.7116696,1185.330578,False,-2.600580399999899,0.4805780000001505,0,1,0,0
141,2017-01-30,912.19,1192.8,913.9694220000001,1193.497656,True,-1.9635779999998704,8.647656000000097,0,0,0,1
142,2017-01-31,964.706075,1212.8,966.5825836000001,1213.494206,True,54.39258360000008,20.694206000000122,1,0,0,2
143,2017-02-01,979.703875,1203.65,981.5599901,1204.209289,True,16.853915099999995,-8.590711000000056,2,1,0,0
144,2017-02-02,983.42,1221.95,985.1281444,1222.64313,True,5.424269399999957,18.993129999999837,0,2,1,0
145,2017-02-03,1013.027,1215.2,1014.922752,1215.723131,True,31.502751999999987,-6.226869000000079,1,3,0,0
146,2017-02-04,1030.999413,1215.2,1032.874201,1215.680578,False,19.84720100000004,0.4805779999999231,0,4,1,0
147,2017-02-05,1034.07,1215.2,1035.774985,1215.680578,False,4.775572000000011,0.4805779999999231,0,5,0,0
148,2017-02-06,1024.01375,1226.75,1025.771293,1227.4416,True,-8.298706999999922,12.241600000000062,0,6,0,0
149,2017-02-07,1050.11,1231.0,1052.004756,1231.708374,True,27.99100599999997,4.958374000000049,1,0,0,1
150,2017-02-08,1052.84,1242.1,1054.544748,1242.791909,True,4.434748000000127,11.791909000000032,2,1,0,0
151,2017-02-09,976.1030000000001,1236.8,977.8455101,1237.288872,True,-74.99448989999996,-4.811127999999826,3,2,0,0
152,2017-02-10,999.1035,1228.3,1000.994439,1228.851567,True,24.89143899999999,-7.948433000000023,0,0,1,1
153,2017-02-11,997.59,1228.3,999.3556727,1228.780578,False,0.25217269999996006,0.4805780000001505,0,1,2,0
154,2017-02-12,1000.604625,1228.3,1002.309499,1228.780578,False,4.719498999999928,0.4805780000001505,0,0,0,1
155,2017-02-13,999.877375,1222.25,1001.630408,1222.757929,True,1.025782999999933,-5.542070999999851,0,1,0,0
156,2017-02-14,1001.2,1230.75,1002.915471,1231.446107,True,3.038095999999996,9.196106999999984,0,0,1,1
157,2017-02-15,1012.325988,1224.4,1014.142778,1224.914742,True,12.942777999999976,-5.835258000000067,1,1,0,0
158,2017-02-16,1035.208125,1240.55,1037.098844,1241.241953,True,24.772856000000047,16.841952999999876,0,2,1,0
159,2017-02-17,1035.2,1241.95,1036.939176,1242.574524,True,1.7310509999999795,2.024524000000156,1,3,0,0
160,2017-02-18,1056.637138,1241.95,1058.524645,1242.430578,False,23.32464499999992,0.4805779999999231,2,0,0,1
161,2017-02-19,1052.779286,1241.95,1054.558675,1242.430578,False,-2.078463000000056,0.4805779999999231,0,1,0,0
162,2017-02-20,1050.87,1237.3,1052.640512,1237.770082,True,-0.13877400000001217,-4.179918000000043,0,0,0,1
163,2017-02-21,1123.788429,1233.2,1125.649047,1233.652824,True,74.77904700000022,-3.647175999999945,0,0,1,2
164,2017-02-22,1123.223188,1236.65,1124.97322,1237.354019,True,1.184791000000132,4.154019000000062,0,1,2,0
165,2017-02-23,1130.01,1247.9,1131.760646,1248.591795,True,8.537458000000015,11.941794999999956,1,0,0,1
166,2017-02-24,1174.86625,1253.65,1176.750435,1254.35568,True,46.740434999999934,6.455679999999802,2,1,0,0
167,2017-02-25,1150.605714,1253.65,1152.349154,1254.130578,False,-22.517096000000038,0.4805779999999231,3,2,0,0
168,2017-02-26,1150.37,1253.65,1152.113674,1254.130578,False,1.5079599999999118,0.4805779999999231,0,0,0,1
169,2017-02-27,1190.75195,1257.2,1192.640625,1257.904981,True,42.27062500000011,4.254980999999816,0,0,0,2
170,2017-02-28,1187.565286,1255.6,1189.344057,1255.994091,True,-1.4078930000000582,-1.2059090000000197,1,1,0,0
171,2017-03-01,1190.89,1240.4,1192.595829,1240.992863,True,5.03054300000008,-14.607136999999966,0,0,1,1
172,2017-03-02,1259.410817,1238.1,1261.274205,1238.499846,True,70.38420499999984,-1.9001540000001569,0,1,2,0
173,2017-03-03,1285.14,1226.5,1287.034473,1227.07905,True,27.623655999999983,-11.020949999999857,0,2,3,0
174,2017-03-04,1287.0,1226.5,1288.70917,1226.980578,False,3.5691699999999855,0.4805779999999231,0,3,4,0
175,2017-03-05,1270.9333,1226.5,1272.680477,1226.980578,False,-14.31952299999989,0.4805779999999231,0,4,0,0
176,2017-03-06,1275.197375,1230.95,1276.910533,1231.658557,True,5.977233000000069,5.158556999999973,0,0,0,1
177,2017-03-07,1279.5,1216.65,1281.213578,1217.240436,True,6.016203000000132,-13.709564,1,1,0,0
178,2017-03-08,1157.3933,1209.2,1159.13581,1209.736014,True,-120.36419000000001,-6.913986000000023,0,2,1,0
179,2017-03-09,1192.469143,1206.55,1194.362432,1206.957803,True,36.969131999999945,-2.242197000000033,0,0,2,1
180,2017-03-10,1192.09,1202.65,1193.836474,1203.096348,True,1.367330999999922,-3.45365199999992,0,1,3,0
181,2017-03-11,1179.159875,1202.65,1180.911012,1203.130578,False,-11.17898799999989,0.4805779999999231,0,0,4,1
182,2017-03-12,1227.494625,1202.65,1229.375266,1203.130578,False,50.215390999999954,0.4805779999999231,0,0,0,2
183,2017-03-13,1227.68,1204.2,1229.415352,1204.836087,True,1.9207269999999426,2.186086999999816,0,1,0,0
184,2017-03-14,1245.370786,1204.6,1247.244157,1205.12379,True,19.564157000000023,0.9237900000000536,1,2,0,0
185,2017-03-15,1257.399625,1198.8,1259.227327,1199.301899,True,13.856541000000107,-5.2981009999998605,2,3,0,0
186,2017-03-16,1257.0,1229.35,1258.74687,1230.051436,True,1.3472449999999299,31.251436000000012,0,4,1,0
187,2017-03-17,1091.171888,1229.6,1092.914398,1230.107186,True,-164.0856020000001,0.757186000000047,1,0,0,1
188,2017-03-18,952.2323625,1229.6,953.9748726,1230.080578,False,-137.19701540000005,0.4805780000001505,2,0,0,2
189,2017-03-19,967.69,1229.6,969.5495788999999,1230.080578,False,17.317216399999893,0.4805780000001505,0,0,0,3
190,2017-03-20,1049.084488,1232.4,1050.940678,1233.093341,True,83.25067799999988,3.4933410000001004,0,1,0,0
191,2017-03-21,1118.630043,1241.6,1120.492755,1242.294498,True,71.40826700000002,9.894497999999885,1,2,0,0
192,2017-03-22,1113.0,1249.05,1114.774515,1249.749276,True,-3.855527999999822,8.1492760000001,2,3,0,0
193,2017-03-23,1038.789,1247.5,1040.53151,1247.894424,True,-72.46848999999997,-1.1555759999998827,3,0,0,1
194,2017-03-24,941.9197142999999,1247.5,943.6622243999999,1247.980578,True,-95.12677560000009,0.4805779999999231,0,0,1,2
195,2017-03-25,927.93,1247.5,929.6795231000001,1247.980578,False,-12.2401911999998,0.4805779999999231,0,0,0,3
196,2017-03-26,956.7863125,1247.5,958.682075,1247.980578,False,30.752075000000104,0.4805779999999231,0,0,0,4
197,2017-03-27,1037.22925,1257.55,1039.085882,1258.24305,True,82.29956950000008,10.74305000000004,0,1,0,0
198,2017-03-28,1041.04,1257.25,1042.748873,1257.702017,True,5.5196229999999105,0.15201700000011442,1,2,0,0
199,2017-03-29,1040.5755,1251.1,1042.323618,1251.610251,True,1.283617999999933,-5.639748999999938,0,3,1,0
200,2017-03-30,1037.90455,1248.8,1039.68126,1249.199846,True,-0.8942399999998543,-1.9001539999999295,0,0,2,1
201,2017-03-31,1034.74,1244.85,1036.518714,1245.297973,True,-1.3858359999999266,-3.5020269999999982,0,0,3,2
202,2017-04-01,1086.929571,1244.85,1088.806394,1245.330578,False,54.066393999999946,0.4805780000001505,0,0,4,3
203,2017-04-02,1099.169125,1244.85,1100.999214,1245.330578,False,14.069643000000042,0.4805780000001505,0,1,0,0
204,2017-04-03,1079.99,1247.25,1081.735041,1247.93154,True,-17.434083999999984,3.081540000000132,0,2,0,0
205,2017-04-04,1141.600363,1257.65,1143.468828,1258.342597,True,63.47882800000002,11.092597000000069,1,0,0,1
206,2017-04-05,1133.079314,1245.8,1134.841852,1246.380452,True,-6.758510999999999,-11.269547999999986,2,1,0,0
207,2017-04-06,1133.53,1252.5,1135.260202,1253.202025,True,2.180887999999868,7.402025000000094,0,0,1,1
208,2017-04-07,1190.45425,1266.45,1192.326675,1267.141212,True,58.79667500000005,14.641211999999996,1,1,0,0
209,2017-04-08,1181.149838,1266.45,1182.909674,1266.930578,False,-7.544576000000006,0.4805779999999231,2,2,0,0
210,2017-04-09,1184.03,1266.45,1185.734722,1266.930578,False,4.5848839999998745,0.4805779999999231,0,0,0,1
211,2017-04-10,1207.744875,1250.05,1209.637011,1250.645417,True,25.607011000000057,-15.804583000000093,0,1,0,0
212,2017-04-11,1226.617038,1252.9,1228.495929,1253.594492,True,20.75105399999984,3.544491999999991,0,2,1,0
213,2017-04-12,1219.09,1274.3,1220.85641,1274.995139,True,-5.760627999999997,22.095139000000017,1,3,0,0
214,2017-04-13,1180.023713,1284.15,1181.766273,1284.843344,True,-37.32372699999996,10.543343999999934,2,0,0,1
215,2017-04-14,1185.260057,1284.15,1186.985805,1284.630578,False,6.962091999999984,0.4805779999999231,3,0,0,2
216,2017-04-15,1170.36,1284.15,1172.108378,1284.630578,False,-13.151679000000058,0.4805779999999231,0,1,0,0
217,2017-04-16,1186.927413,1284.15,1188.794441,1284.630578,False,18.434441000000106,0.4805779999999231,0,0,0,1
218,2017-04-17,1205.634875,1284.15,1207.513061,1284.630578,False,20.58564800000022,0.4805779999999231,0,1,0,0
219,2017-04-18,1176.97,1278.95,1178.7129,1279.436113,True,-26.921974999999975,-4.713887000000113,0,2,0,0
220,2017-04-19,1217.930088,1279.05,1219.818199,1279.540994,True,42.84819900000002,0.5909939999999096,0,0,1,1
221,2017-04-20,1241.686325,1282.1,1243.578524,1282.798489,True,25.648435999999947,3.7484890000000632,1,1,0,0
222,2017-04-21,1236.63,1281.85,1238.406712,1282.306448,True,-3.2796129999999266,0.20644800000013674,2,2,0,0
223,2017-04-22,1261.311225,1281.85,1263.204659,1282.330578,False,26.574658999999883,0.4805780000001505,0,0,1,1
224,2017-04-23,1257.988113,1281.85,1259.76718,1282.330578,False,-1.544044999999869,0.4805780000001505,0,1,0,0
225,2017-04-24,1240.84,1269.4,1242.586284,1269.983477,True,-15.401829000000134,-11.866522999999916,0,0,0,1
226,2017-04-25,1279.414688,1267.8,1281.305069,1268.194091,True,40.465069000000085,-1.2059090000000197,0,0,1,2
227,2017-04-26,1309.109875,1261.85,1311.005619,1262.355555,True,31.590930999999955,-5.44444499999986,0,1,2,0
228,2017-04-27,1288.02,1262.8,1289.764247,1263.383331,True,-19.345628000000033,1.5333310000000893,0,2,3,0
229,2017-04-28,1331.294429,1266.45,1333.180226,1267.155801,True,45.160225999999966,4.355801000000156,1,0,0,1
230,2017-04-29,1334.979038,1266.45,1336.686954,1266.930578,False,5.392524999999978,0.4805779999999231,2,1,0,0
231,2017-04-30,1333.0,1266.45,1334.77125,1266.930578,False,-0.2077879999999368,0.4805779999999231,0,2,0,0
232,2017-05-01,1417.172813,1266.45,1419.027785,1266.930578,False,86.027785,0.4805779999999231,0,0,0,1
233,2017-05-02,1452.076288,1255.45,1453.969701,1256.025298,True,36.79688800000008,-10.424702000000025,0,1,0,0
234,2017-05-03,1447.55,1250.3,1449.328326,1250.784715,True,-2.747961999999916,-4.66528500000004,0,2,1,0
235,2017-05-04,1508.292125,1228.45,1510.161292,1229.051461,True,62.61129200000005,-21.248538999999937,0,0,2,1
236,2017-05-05,1533.335071,1228.05,1535.228905,1228.493608,True,26.93678,0.04360799999994924,0,1,3,0
