,data,value
263,2017-09-27,1282.55
264,2017-09-28,1283.35
265,2017-09-29,1283.1
266,2017-10-02,1273.7
267,2017-10-03,1271.25
268,2017-10-04,1274.25
269,2017-10-05,1274.5
270,2017-10-06,1261.8
271,2017-10-09,1278.75
272,2017-10-10,1291.4
273,2017-10-11,1289.25
274,2017-10-12,1290.25
275,2017-10-13,1299.6
276,2017-10-16,1303.3
277,2017-10-17,1284.75
278,2017-10-18,1280.2
279,2017-10-19,1286.4
280,2017-10-20,1281.2
281,2017-10-23,1274.9
282,2017-10-24,1276.45
283,2017-10-25,1275
284,2017-10-26,1273.75
285,2017-10-27,1266.45
286,2017-10-30,1272
287,2017-10-31,1270.15
288,2017-11-01,1277.05
289,2017-11-02,1279.2
290,2017-11-03,1267.2
291,2017-11-06,1270.9
292,2017-11-07,1275.6
293,2017-11-08,1284
294,2017-11-09,1284.8
295,2017-11-10,1284.3
296,2017-11-13,1277.95
297,2017-11-14,1274.6
298,2017-11-15,1282.2
299,2017-11-16,1280
300,2017-11-17,1284.35
301,2017-11-20,1286.2
302,2017-11-21,1283.3
303,2017-11-22,1286.95
304,2017-11-23,1290.35
305,2017-11-24,1290.5
306,2017-11-27,1294.9
307,2017-11-28,1291.85
308,2017-11-29,1283.85
309,2017-11-30,1280.2
310,2017-12-01,1275.5
311,2017-12-04,1273.45
312,2017-12-05,1266.3
313,2017-12-06,1263.7
314,2017-12-07,1255
315,2017-12-08,1250.65
316,2017-12-11,1247.15
317,2017-12-12,1240.9
318,2017-12-13,1242.65
319,2017-12-14,1251
320,2017-12-15,1254.6
321,2017-12-18,1260.6
322,2017-12-19,1260.35
323,2017-12-20,1264.55
324,2017-12-21,1264.55
325,2017-12-22,
326,2017-12-27,1279.4
327,2017-12-28,1291
328,2017-12-29,
329,2018-01-02,1312.05
330,2018-01-03,1314.9
331,2018-01-04,1314.5
332,2018-01-05,1317.15
333,2018-01-08,1319.95
334,2018-01-09,1311
335,2018-01-10,1319.75
336,2018-01-11,1323.05
337,2018-01-12,1326.8
338,2018-01-15,1339.25
339,2018-01-16,1333.85
340,2018-01-17,1335.65
341,2018-01-18,1332.2
342,2018-01-19,1334.95
343,2018-01-22,1332.6
344,2018-01-23,1333.4
345,2018-01-24,1353.7
346,2018-01-25,1354.95
347,2018-01-26,1353.15
348,2018-01-29,1343.85
349,2018-01-30,1344.9
350,2018-01-31,1345.05
351,2018-02-01,1341.35
352,2018-02-02,1331.15
353,2018-02-05,1333.6
354,2018-02-06,1331.4
355,2018-02-07,1324.65
356,2018-02-08,1315.45
357,2018-02-09,1314.1
358,2018-02-12,1322.3
359,2018-02-13,1325.35
360,2018-02-14,1336.25
361,2018-02-15,1352.45
362,2018-02-16,1352.1
363,2018-02-19,1346.6
364,2018-02-20,1339.85
365,2018-02-21,1330.5
366,2018-02-22,1328.35
367,2018-02-23,1327.95
368,2018-02-26,1333.5
369,2018-02-27,1325.75
370,2018-02-28,1317.85
371,2018-03-01,1307.75
372,2018-03-02,1322.3
373,2018-03-05,1320.4
374,2018-03-06,1331.4
375,2018-03-07,1329.4
376,2018-03-08,1321
377,2018-03-09,1320.6
378,2018-03-12,1319.15
379,2018-03-13,1322.75
380,2018-03-14,1323.55
381,2018-03-15,1318.75
382,2018-03-16,1310.1
383,2018-03-19,1312.4
384,2018-03-20,1311
385,2018-03-21,1321.35
386,2018-03-22,1329.15
387,2018-03-23,1346.6
388,2018-03-26,1352.4
389,2018-03-27,1341.45
390,2018-03-28,1332.45
391,2018-03-29,1323.85
392,2018-04-03,1333.45
393,2018-04-04,1337.3
394,2018-04-05,1327.7
395,2018-04-06,1331.2
396,2018-04-09,1331.95
397,2018-04-10,1338.95
398,2018-04-11,1350.75
399,2018-04-12,1341.35
400,2018-04-13,1343.7
401,2018-04-16,1349.35
402,2018-04-17,1342.1
403,2018-04-18,1351.45
404,2018-04-19,1348.6
405,2018-04-20,1336.75
406,2018-04-23,1324.3
407,2018-04-24,1328.85
408,2018-04-25,1321.65
409,2018-04-26,1320.7
410,2018-04-27,1321.5
411,2018-04-30,1313.2
412,2018-05-01,1307.1
413,2018-05-02,1304.2
414,2018-05-03,1315.05
415,2018-05-04,1309.4
416,2018-05-08,1306.6
417,2018-05-09,1313.85
418,2018-05-10,1318.8
419,2018-05-11,1324.35
420,2018-05-14,1319.85
421,2018-05-15,1295
422,2018-05-16,1291.25
423,2018-05-17,1289.5
424,2018-05-18,1288.3
425,2018-05-21,1288.35
426,2018-05-22,1293.05
427,2018-05-23,1289
428,2018-05-24,1304.85
429,2018-05-25,1303.5
430,2018-05-29,1295.5
431,2018-05-30,1300.7
432,2018-05-31,1305.35
433,2018-06-01,1294.6
434,2018-06-04,1295.45
435,2018-06-05,1292.05
436,2018-06-06,1300.1
437,2018-06-07,1297.25
438,2018-06-08,1298.25
439,2018-06-11,1299.6
440,2018-06-12,1298.65
441,2018-06-13,1296.15
442,2018-06-14,1302.75
443,2018-06-15,1285.25
444,2018-06-18,1281.55
445,2018-06-19,1276.15
446,2018-06-20,1274.2
447,2018-06-21,1266.15
448,2018-06-22,1269.15
449,2018-06-25,1268.7
450,2018-06-26,1260.3
451,2018-06-27,1254.6
452,2018-06-28,1251.55
453,2018-06-29,1250.45
454,2018-07-02,1247.8
455,2018-07-03,1251.75
456,2018-07-04,1255.65
457,2018-07-05,1255.5
458,2018-07-06,1255.35
459,2018-07-09,1262.05
460,2018-07-10,1254
461,2018-07-11,1251.4
462,2018-07-12,1245.9
463,2018-07-13,1241.7
464,2018-07-16,1241.1
465,2018-07-17,1232.8
466,2018-07-18,1224.5
467,2018-07-19,1217.55
468,2018-07-20,1228.75
469,2018-07-23,1224.95
470,2018-07-24,1228.35
471,2018-07-25,1231.5
472,2018-07-26,1228.25
473,2018-07-27,1223.95
474,2018-07-30,1223.8
475,2018-07-31,1220.95
476,2018-08-01,1219
477,2018-08-02,1215.45
478,2018-08-03,1216.3
479,2018-08-06,1209.65
480,2018-08-07,1212.35
481,2018-08-08,1209.55
482,2018-08-09,1214.35
483,2018-08-10,1214.4
484,2018-08-13,1200.35
485,2018-08-14,1197
486,2018-08-15,1182
487,2018-08-16,1180.4
488,2018-08-17,1178.4
489,2018-08-20,1184.35
490,2018-08-21,1190.95
491,2018-08-22,1196.65
492,2018-08-23,1192.35
493,2018-08-24,1197.7
494,2018-08-28,1212.25
495,2018-08-29,1204.2
496,2018-08-30,1197.3
497,2018-08-31,1202.45
498,2018-09-03,1200.05
499,2018-09-04,1190.85
500,2018-09-05,1196.7
501,2018-09-06,1205.15
502,2018-09-07,1198.9
503,2018-09-10,1196.6
504,2018-09-11,1189.85
505,2018-09-12,1195.6
506,2018-09-13,1209.8
507,2018-09-14,1201.95
508,2018-09-17,1201.9
509,2018-09-18,1200.2
510,2018-09-19,1203.3
511,2018-09-20,1208.35
512,2018-09-21,1198.7
513,2018-09-24,1202.75
514,2018-09-25,1201.9
515,2018-09-26,1194.25
516,2018-09-27,1185.4
517,2018-09-28,1187.25
518,2018-10-01,1189.35
519,2018-10-02,1204.7
520,2018-10-03,1201.2
521,2018-10-04,1203.45
522,2018-10-05,1203.8
523,2018-10-08,1186.95
524,2018-10-09,1185.55
525,2018-10-10,1188.6
526,2018-10-11,1205.55
527,2018-10-12,1219.75
528,2018-10-15,1229.95
529,2018-10-16,1230.7
530,2018-10-17,1229.05
531,2018-10-18,1223
532,2018-10-19,1227.85
533,2018-10-22,1222.3
534,2018-10-23,1235.95
535,2018-10-24,1230.55
536,2018-10-25,1230.8
537,2018-10-26,1233.85
538,2018-10-29,1230.8
539,2018-10-30,1225.4
540,2018-10-31,1214.95
541,2018-11-01,1231.15
542,2018-11-02,1232.1
543,2018-11-05,1232.25
544,2018-11-06,1231.6
545,2018-11-07,1229.95
546,2018-11-08,1224.15
547,2018-11-09,1211.4
548,2018-11-12,1205.55
549,2018-11-13,1202.1
550,2018-11-14,1203.25
551,2018-11-15,1211.85
552,2018-11-16,1222.4
553,2018-11-19,1221.6
554,2018-11-20,1223
555,2018-11-21,1226.1
556,2018-11-22,1227.05
557,2018-11-23,1223.65
558,2018-11-26,1223.4
559,2018-11-27,1221.2
560,2018-11-28,1213.25
561,2018-11-29,1226.25
562,2018-11-30,1217.55
563,2018-12-03,1230.3
564,2018-12-04,1240.3
565,2018-12-05,1235.9
566,2018-12-06,1242.55
567,2018-12-07,1243.3
568,2018-12-10,1245.35
569,2018-12-11,1245.3
570,2018-12-12,1245.75
571,2018-12-13,1242.75
572,2018-12-14,1235.35
573,2018-12-17,1241.65
574,2018-12-18,1246.3
575,2018-12-19,1255
576,2018-12-20,1259.75
577,2018-12-21,1258.15
578,2018-12-24,
579,2018-12-27,1268
580,2018-12-28,1279
581,2018-12-31,
582,2019-01-02,1282.9
583,2019-01-03,1290.45
584,2019-01-04,1279.9
585,2019-01-07,1292.2
586,2019-01-08,1286.45
587,2019-01-09,1288.6
588,2019-01-10,1291.9
589,2019-01-11,1288.95
590,2019-01-14,1292.75
591,2019-01-15,1294.4
592,2019-01-16,1292.3
593,2019-01-17,1290.7
594,2019-01-18,1284.2
595,2019-01-21,1279.55
596,2019-01-22,1282.1
597,2019-01-23,1279.8
598,2019-01-24,1283.7
599,2019-01-25,1293.9
600,2019-01-28,1302.15
601,2019-01-29,1307.55
602,2019-01-30,1310.7
603,2019-01-31,1323.25
604,2019-02-01,1318.7
605,2019-02-04,1312.15
606,2019-02-05,1314.2
607,2019-02-06,1312.4
608,2019-02-07,1310
609,2019-02-08,1314.85
610,2019-02-11,1306.4
611,2019-02-12,1310
612,2019-02-13,1312.8
613,2019-02-14,1311.45
614,2019-02-15,1316.55
615,2019-02-18,1325.5
616,2019-02-19,1334.15
617,2019-02-20,1343.75
618,2019-02-21,1331.25
619,2019-02-22,1329.05
620,2019-02-25,1331.05
621,2019-02-26,1325.05
622,2019-02-27,1322.85
623,2019-02-28,1319.15
624,2019-03-01,1311.95
625,2019-03-04,1285.4
626,2019-03-05,1283.8
627,2019-03-06,1285.85
628,2019-03-07,1285.3
629,2019-03-08,1296.75
630,2019-03-11,1292.75
631,2019-03-12,1297.05
632,2019-03-13,1306.95
633,2019-03-14,1295.55
634,2019-03-15,1303.5
635,2019-03-18,1305.6
636,2019-03-19,1307.7
637,2019-03-20,1303.7
638,2019-03-21,1309.6
639,2019-03-22,1311.3
640,2019-03-25,1319.55
641,2019-03-26,1316.3
642,2019-03-27,1309.7
643,2019-03-28,1295.15
644,2019-03-29,1295.4
645,2019-04-01,1293.5
646,2019-04-02,1290.3
647,2019-04-03,1290.45
648,2019-04-04,1283.15
649,2019-04-05,1288.45
650,2019-04-08,1300
651,2019-04-09,1303
652,2019-04-10,1305.45
653,2019-04-11,1298.8
654,2019-04-12,1294.3
655,2019-04-15,1285.65
656,2019-04-16,1276.35
657,2019-04-17,1275.85
658,2019-04-18,1275.7
659,2019-04-23,1269.5
660,2019-04-24,1271.65
661,2019-04-25,1280.8
662,2019-04-26,1284.2
663,2019-04-29,1279.5
664,2019-04-30,1282.3
665,2019-05-01,1283.8
666,2019-05-02,1270.95
667,2019-05-03,1278.55
668,2019-05-07,1281.2
669,2019-05-08,1285.2
670,2019-05-09,1286.1
671,2019-05-10,1287.1
672,2019-05-13,1295.6
673,2019-05-14,1298.4
674,2019-05-15,1299.1
675,2019-05-16,1291.7
676,2019-05-17,1280.8
677,2019-05-20,1276.85
678,2019-05-21,1271.15
679,2019-05-22,1273.8
680,2019-05-23,1283.65
681,2019-05-24,1282.5
682,2019-05-28,1278.3
683,2019-05-29,1281.65
684,2019-05-30,1280.95
685,2019-05-31,1295.55
686,2019-06-03,1317.1
687,2019-06-04,1324.25
688,2019-06-05,1335.05
689,2019-06-06,1335.5
690,2019-06-07,1340.65
691,2019-06-10,1328.6
692,2019-06-11,1324.3
693,2019-06-12,1332.35
694,2019-06-13,1335.9
695,2019-06-14,1351.25
696,2019-06-17,1341.3
697,2019-06-18,1341.35
698,2019-06-19,1344.05
699,2019-06-20,1379.5
700,2019-06-21,1397.15
701,2019-06-24,1405.7
702,2019-06-25,1431.4
703,2019-06-26,1403.95
704,2019-06-27,1402.5
705,2019-06-28,1409
706,2019-07-01,1390.1
707,2019-07-02,1391.05
708,2019-07-03,1413.5
709,2019-07-04,1414.9
710,2019-07-05,1388.65
711,2019-07-08,1400.1
712,2019-07-09,1391.55
713,2019-07-10,1408.3
714,2019-07-11,1413.75
715,2019-07-12,1407.6
716,2019-07-15,1412.4
717,2019-07-16,1409.85
718,2019-07-17,1410.35
719,2019-07-18,1417.45
720,2019-07-19,1439.7
721,2019-07-22,1427.75
722,2019-07-23,1425.55
723,2019-07-24,1426.95
724,2019-07-25,1416.1
725,2019-07-26,1420.4
726,2019-07-29,1419.05
727,2019-07-30,1425.9
728,2019-07-31,1427.55
729,2019-08-01,1406.8
730,2019-08-02,1441.75
731,2019-08-05,1465.25
732,2019-08-06,1465.25
733,2019-08-07,1506.05
734,2019-08-08,1495.75
735,2019-08-09,1497.7
736,2019-08-12,1504.7
737,2019-08-13,1498.4
738,2019-08-14,1513.25
739,2019-08-15,1515.65
740,2019-08-16,1515.25
741,2019-08-19,1496.6
742,2019-08-20,1504.55
743,2019-08-21,1503.25
744,2019-08-22,1502.05
745,2019-08-23,1503.8
746,2019-08-27,1532.95
747,2019-08-28,1537.15
748,2019-08-29,1540.2
749,2019-08-30,1528.4
750,2019-09-02,1525.95
751,2019-09-03,1537.85
752,2019-09-04,1546.1
753,2019-09-05,1529.1
754,2019-09-06,1523.7
755,2019-09-09,1509.2
756,2019-09-10,1498.25
757,2019-09-11,1490.65
758,2019-09-12,1515.2
759,2019-09-13,1503.1
760,2019-09-16,1497.2
761,2019-09-17,1502.1
762,2019-09-18,1503.5
763,2019-09-19,1500.7
764,2019-09-20,1501.9
765,2019-09-23,1522.1
766,2019-09-24,1520.65
767,2019-09-25,1528.75
768,2019-09-26,1506.4
769,2019-09-27,1489.9
770,2019-09-30,1485.3
771,2019-10-01,1473.45
772,2019-10-02,1492.6
773,2019-10-03,1517.1
774,2019-10-04,1499.15
775,2019-10-07,1501.25
776,2019-10-08,1505.85
777,2019-10-09,1507.25
778,2019-10-10,1494.8
779,2019-10-11,1479.15
780,2019-10-14,1490.6
781,2019-10-15,1487.8
782,2019-10-16,1485.1
783,2019-10-17,1492.65
784,2019-10-18,1490
785,2019-10-21,1491.65
786,2019-10-22,1485.35
787,2019-10-23,1494.45
788,2019-10-24,1496.55
789,2019-10-25,1513.45
790,2019-10-28,1492.4
791,2019-10-29,1486.75
792,2019-10-30,1492.1
793,2019-10-31,1510.95
794,2019-11-01,1508.8
795,2019-11-04,1509.45
796,2019-11-05,1488.95
797,2019-11-06,1486.05
798,2019-11-07,1484.25
799,2019-11-08,1464.15
800,2019-11-11,1458.7
801,2019-11-12,1452.05
802,2019-11-13,1462.9
803,2019-11-14,1466.65
804,2019-11-15,1466.9
805,2019-11-18,1467.65
806,2019-11-19,1468.45
807,2019-11-20,1471.7
808,2019-11-21,1467.05
809,2019-11-22,1464.45
810,2019-11-25,1458.4
811,2019-11-26,1454.65
812,2019-11-27,1454.35
813,2019-11-28,1454.65
814,2019-11-29,1460.15
815,2019-12-02,1461.15
816,2019-12-03,1477.3
817,2019-12-04,1475.1
818,2019-12-05,1475.95
819,2019-12-06,1459.65
820,2019-12-09,1461.7
821,2019-12-10,1464.95
822,2019-12-11,1466.8
823,2019-12-12,1467.8
824,2019-12-13,1466.6
825,2019-12-16,1477.9
826,2019-12-17,1475.8
827,2019-12-18,1474.05
828,2019-12-19,1476.7
829,2019-12-20,1479
830,2019-12-23,1482.1
831,2019-12-24,
832,2019-12-27,1511.5
833,2019-12-30,1514.75
834,2019-12-31,
835,2020-01-02,1527.1
836,2020-01-03,1548.75
837,2020-01-06,1573.1
838,2020-01-07,1567.85
839,2020-01-08,1571.95
840,2020-01-09,1550.75
841,2020-01-10,1553.6
842,2020-01-13,1549.9
843,2020-01-14,1545.1
844,2020-01-15,1549
845,2020-01-16,1554.55
846,2020-01-17,1557.6
847,2020-01-20,1560.15
848,2020-01-21,1551.3
849,2020-01-22,1556.9
850,2020-01-23,1562.9
851,2020-01-24,1564.3
852,2020-01-27,1580.1
853,2020-01-28,1574
854,2020-01-29,1573.45
855,2020-01-30,1578.25
856,2020-01-31,1584.2
857,2020-02-03,1574.75
858,2020-02-04,1558.35
859,2020-02-05,1553.3
860,2020-02-06,1563.3
861,2020-02-07,1572.65
862,2020-02-10,1573.2
863,2020-02-11,1570.5
864,2020-02-12,1563.7
865,2020-02-13,1575.05
866,2020-02-14,1581.4
867,2020-02-17,1580.8
868,2020-02-18,1589.85
869,2020-02-19,1604.2
870,2020-02-20,1619
871,2020-02-21,1643.3
872,2020-02-24,1671.65
873,2020-02-25,1650.3
874,2020-02-26,1634.9
875,2020-02-27,1652
876,2020-02-28,1609.85
877,2020-03-02,1599.65
878,2020-03-03,1615.5
879,2020-03-04,1641.85
880,2020-03-05,1659.6
881,2020-03-06,1683.65
882,2020-03-09,1672.5
883,2020-03-10,1655.7
884,2020-03-11,1653.75
885,2020-03-12,1570.7
886,2020-03-13,1562.8
887,2020-03-16,1487.7
888,2020-03-17,1536.2
889,2020-03-18,1498.2
890,2020-03-19,1474.25
891,2020-03-20,1494.4
892,2020-03-23,1525.4
893,2020-03-24,1605.75
894,2020-03-25,1605.45
895,2020-03-26,1634.8
896,2020-03-27,1617.3
897,2020-03-30,1618.3
898,2020-03-31,1608.95
899,2020-04-01,1576.55
900,2020-04-02,1616.8
901,2020-04-03,1613.1
902,2020-04-06,1648.3
903,2020-04-07,1649.25
904,2020-04-08,1647.8
905,2020-04-09,1680.65
906,2020-04-14,1741.9
907,2020-04-15,1718.65
908,2020-04-16,1729.5
909,2020-04-17,1692.55
910,2020-04-20,1686.2
911,2020-04-21,1682.05
912,2020-04-22,1710.55
913,2020-04-23,1736.25
914,2020-04-24,1715.9
915,2020-04-27,1714.95
916,2020-04-28,1691.55
917,2020-04-29,1703.35
918,2020-04-30,1702.75
919,2020-05-01,1686.25
920,2020-05-04,1709.1
921,2020-05-05,1699.55
922,2020-05-06,1691.5
923,2020-05-07,1704.05
924,2020-05-11,1702.75
925,2020-05-12,1702.4
926,2020-05-13,1708.4
927,2020-05-14,1731.6
928,2020-05-15,1735.35
929,2020-05-18,1734.7
930,2020-05-19,1737.95
931,2020-05-20,1748.3
932,2020-05-21,1724.9
933,2020-05-22,1733.55
934,2020-05-26,1720.25
935,2020-05-27,1694.6
936,2020-05-28,1717.35
937,2020-05-29,1728.7
938,2020-06-01,1730.6
939,2020-06-02,1742.15
940,2020-06-03,1705.35
941,2020-06-04,1700.05
942,2020-06-05,1683.45
943,2020-06-08,1690.35
944,2020-06-09,1713.5
945,2020-06-10,1722.05
946,2020-06-11,1738.25
947,2020-06-12,1733.5
948,2020-06-15,1710.45
949,2020-06-16,1719.85
950,2020-06-17,1724.35
951,2020-06-18,1719.5
952,2020-06-19,1734.75
953,2020-06-22,1761.85
954,2020-06-23,1768.9
955,2020-06-24,1766.05
956,2020-06-25,1756.55
957,2020-06-26,1747.6
958,2020-06-29,1771.6
959,2020-06-30,1768.1
960,2020-07-01,1771.05
961,2020-07-02,1777.45
962,2020-07-03,1772.9
963,2020-07-06,1787.9
964,2020-07-07,1789.55
965,2020-07-08,1811.1
966,2020-07-09,1812.1
967,2020-07-10,1803.1
968,2020-07-13,1807.5
969,2020-07-14,1801.9
970,2020-07-15,1804.6
971,2020-07-16,1807.7
972,2020-07-17,1807.35
973,2020-07-20,1815.65
974,2020-07-21,1842.55
975,2020-07-22,1852.4
976,2020-07-23,1878.3
977,2020-07-24,1902.1
978,2020-07-27,1936.65
979,2020-07-28,1940.9
980,2020-07-29,1950.9
981,2020-07-30,1957.65
982,2020-07-31,1964.9
983,2020-08-03,1958.55
984,2020-08-04,1977.9
985,2020-08-05,2048.15
986,2020-08-06,2067.15
987,2020-08-07,2031.15
988,2020-08-10,2044.5
989,2020-08-11,1939.65
990,2020-08-12,1931.9
991,2020-08-13,1944.25
992,2020-08-14,1944.75
993,2020-08-17,1972.85
994,2020-08-18,2008.75
995,2020-08-19,1981
996,2020-08-20,1927.15
997,2020-08-21,1924.35
998,2020-08-24,1943.95
999,2020-08-25,1911.15
1000,2020-08-26,1932.95
1001,2020-08-27,1923.85
1002,2020-08-28,1957.35
1003,2020-09-01,1972.35
1004,2020-09-02,1947.05
1005,2020-09-03,1940.45
1006,2020-09-04,1926.3
1007,2020-09-07,1928.45
